session_id,user_id,store_id,timestamp,semantic_action,raw_action,product_hash,product_id,url_hash,url,created_at,persona,product_category,price_bucket,product_slug,price
1e2e7a30-c740-5616-9424-f1ab93b022ac,e24107f1-b220-5e0d-8507-0be5a8884a0e,5eb4c7c1-cce3-5267-9a55-d0bb6b19419d,1777010131855,detail,"{""product"": ""awhale-denim-apron-with-3-pockets-for-men-and-women-lightweight-multipurpose-canvas-apron-for-bbq-gardening-painting-carpentry-one-size-fits-all-blue"", ""url"": ""https://arklex-test-store.myshopify.com/products/awhale-denim-apron-with-3-pockets-for-men-and-women-lightweight-multipurpose-canvas-apron-for-bbq-gardening-painting-carpentry-one-size-fits-all-blue?_pos=1&_sid=e8cccb252&_ss=r""}",c07420a4b94c378a,1ff90844-8918-5496-ad49-c78140d2de0c,55158385da058edd,https://arklex-test-store.myshopify.com/products/awhale-denim-apron-with-3-pockets-for-men-and-women-lightweight-multipurpose-canvas-apron-for-bbq-gardening-painting-carpentry-one-size-fits-all-blue?_pos=1&_sid=e8cccb252&_ss=r,2026-04-24T05:55:31.855000+00:00,32,Aprons,1,awhale-denim-apron-with-3-pockets-for-men-and-women-lightweight-multipurpose-canvas-apron-for-bbq-gardening-painting-carpentry-one-size-fits-all-blue,19.99
1e2e7a30-c740-5616-9424-f1ab93b022ac,e24107f1-b220-5e0d-8507-0be5a8884a0e,5eb4c7c1-cce3-5267-9a55-d0bb6b19419d,1777010140651,explore-search,"{""query"": ""apron""}",,,9271be18326a43d8,https://arklex-test-store.myshopify.com/search?q=apron&_pos=1&_psq=aprons&_ss=e&_v=1.0,2026-04-24T05:55:40.651000+00:00,32,,,,
1e2e7a30-c740-5616-9424-f1ab93b022ac,e24107f1-b220-5e0d-8507-0be5a8884a0e,5eb4c7c1-cce3-5267-9a55-d0bb6b19419d,1777010141704,detail,"{""product"": ""awhale-denim-apron-with-5-pockets-for-men-and-women-lightweight-multipurpose-canvas-apron-for-bbq-gardening-painting-carpentry-one-size-fits-all"", ""url"": ""https://arklex-test-store.myshopify.com/products/awhale-denim-apron-with-5-pockets-for-men-and-women-lightweight-multipurpose-canvas-apron-for-bbq-gardening-painting-carpentry-one-size-fits-all?_pos=2&_sid=e8cccb252&_ss=r""}",6ba1729a7838d58b,1071f400-7aa2-5dd7-a01d-91300902150b,fc5f4962dd2d26d5,https://arklex-test-store.myshopify.com/products/awhale-denim-apron-with-5-pockets-for-men-and-women-lightweight-multipurpose-canvas-apron-for-bbq-gardening-painting-carpentry-one-size-fits-all?_pos=2&_sid=e8cccb252&_ss=r,2026-04-24T05:55:41.704000+00:00,32,Aprons,1,awhale-denim-apron-with-5-pockets-for-men-and-women-lightweight-multipurpose-canvas-apron-for-bbq-gardening-painting-carpentry-one-size-fits-all,19.99
1e2e7a30-c740-5616-9424-f1ab93b022ac,e24107f1-b220-5e0d-8507-0be5a8884a0e,5eb4c7c1-cce3-5267-9a55-d0bb6b19419d,1777010150460,checkout,"{""button_text"": ""Buy it now""}",6ba1729a7838d58b,1071f400-7aa2-5dd7-a01d-91300902150b,00477e633cf4b47c,https://arklex-test-store.myshopify.com/products/awhale-denim-apron-with-5-pockets-for-men-and-women-lightweight-multipurpose-canvas-apron-for-bbq-gardening-painting-carpentry-one-size-fits-all?variant=45802047504614,2026-04-24T05:55:50.460000+00:00,32,Aprons,1,awhale-denim-apron-with-5-pockets-for-men-and-women-lightweight-multipurpose-canvas-apron-for-bbq-gardening-painting-carpentry-one-size-fits-all,19.99
1e2e7a30-c740-5616-9424-f1ab93b022ac,e24107f1-b220-5e0d-8507-0be5a8884a0e,5eb4c7c1-cce3-5267-9a55-d0bb6b19419d,1777010150461,terminate,"{""action"": ""session_end""}",,,00477e633cf4b47c,https://arklex-test-store.myshopify.com/products/awhale-denim-apron-with-5-pockets-for-men-and-women-lightweight-multipurpose-canvas-apron-for-bbq-gardening-painting-carpentry-one-size-fits-all?variant=45802047504614,2026-04-24T05:55:50.461000+00:00,32,,,,
307da1fb-07f7-5099-ab95-c001dfa3b0e8,cd245028-d2e4-54b0-8654-4eab10728f89,5eb4c7c1-cce3-5267-9a55-d0bb6b19419d,1777009526223,explore-search,"{""query"": ""hats""}",,,857230ad706d608b,https://arklex-test-store.myshopify.com/search?q=hats&_pos=1&_psq=hats&_ss=e&_v=1.0,2026-04-24T05:45:26.223000+00:00,24,,,,
307da1fb-07f7-5099-ab95-c001dfa3b0e8,cd245028-d2e4-54b0-8654-4eab10728f89,5eb4c7c1-cce3-5267-9a55-d0bb6b19419d,1777009527807,explore-stay,"{""action"": ""scroll/browse""}",edf52a4113529083,7d96d5c9-6983-5844-bd45-b26a89f9766f,f2c8379ac7193732,https://arklex-test-store.myshopify.com/products/awhale-boys-and-girls-baseball-hat-toddler-cap-with-ponytail-messy-bun-opening-for-ages-2-12-adjustable-bucklemetallic-navy-blue?_pos=2&_sid=da9558a52&_ss=r,2026-04-24T05:45:27.807000+00:00,24,Hats,4,awhale-boys-and-girls-baseball-hat-toddler-cap-with-ponytail-messy-bun-opening-for-ages-2-12-adjustable-bucklemetallic-navy-blue,15.99
307da1fb-07f7-5099-ab95-c001dfa3b0e8,cd245028-d2e4-54b0-8654-4eab10728f89,5eb4c7c1-cce3-5267-9a55-d0bb6b19419d,1777009543066,detail,"{""product"": ""awhale-boys-and-girls-baseball-hat-toddler-cap-with-ponytail-messy-bun-opening-for-ages-2-12-adjustable-bucklemetallic-navy-blue"", ""url"": ""https://arklex-test-store.myshopify.com/products/awhale-boys-and-girls-baseball-hat-toddler-cap-with-ponytail-messy-bun-opening-for-ages-2-12-adjustable-bucklemetallic-navy-blue?_pos=2&_sid=da9558a52&_ss=r""}",edf52a4113529083,7d96d5c9-6983-5844-bd45-b26a89f9766f,f2c8379ac7193732,https://arklex-test-store.myshopify.com/products/awhale-boys-and-girls-baseball-hat-toddler-cap-with-ponytail-messy-bun-opening-for-ages-2-12-adjustable-bucklemetallic-navy-blue?_pos=2&_sid=da9558a52&_ss=r,2026-04-24T05:45:43.066000+00:00,24,Hats,4,awhale-boys-and-girls-baseball-hat-toddler-cap-with-ponytail-messy-bun-opening-for-ages-2-12-adjustable-bucklemetallic-navy-blue,15.99
307da1fb-07f7-5099-ab95-c001dfa3b0e8,cd245028-d2e4-54b0-8654-4eab10728f89,5eb4c7c1-cce3-5267-9a55-d0bb6b19419d,1777009543066,explore-search,"{""query"": ""hats""}",,,db4b86aa245ade31,https://arklex-test-store.myshopify.com/search?q=hats&options%5Bprefix%5D=last,2026-04-24T05:45:43.066000+00:00,24,,,,
307da1fb-07f7-5099-ab95-c001dfa3b0e8,cd245028-d2e4-54b0-8654-4eab10728f89,5eb4c7c1-cce3-5267-9a55-d0bb6b19419d,1777009544754,detail,"{""product"": ""awhale-boys-and-girls-baseball-hat-toddler-cap-with-ponytail-messy-bun-opening-for-ages-2-12-adjustable-buckle-green"", ""url"": ""https://arklex-test-store.myshopify.com/products/awhale-boys-and-girls-baseball-hat-toddler-cap-with-ponytail-messy-bun-opening-for-ages-2-12-adjustable-buckle-green?_pos=1&_sid=da9558a52&_ss=r""}",69278a5da2afdfcd,49f62af2-395c-5397-9c6f-3023b01b1ded,c1c518dcb5a50e6f,https://arklex-test-store.myshopify.com/products/awhale-boys-and-girls-baseball-hat-toddler-cap-with-ponytail-messy-bun-opening-for-ages-2-12-adjustable-buckle-green?_pos=1&_sid=da9558a52&_ss=r,2026-04-24T05:45:44.754000+00:00,24,Hats,4,awhale-boys-and-girls-baseball-hat-toddler-cap-with-ponytail-messy-bun-opening-for-ages-2-12-adjustable-buckle-green,15.99
307da1fb-07f7-5099-ab95-c001dfa3b0e8,cd245028-d2e4-54b0-8654-4eab10728f89,5eb4c7c1-cce3-5267-9a55-d0bb6b19419d,1777009551633,checkout,"{""button_text"": ""Buy it now""}",69278a5da2afdfcd,49f62af2-395c-5397-9c6f-3023b01b1ded,c1c518dcb5a50e6f,https://arklex-test-store.myshopify.com/products/awhale-boys-and-girls-baseball-hat-toddler-cap-with-ponytail-messy-bun-opening-for-ages-2-12-adjustable-buckle-green?_pos=1&_sid=da9558a52&_ss=r,2026-04-24T05:45:51.633000+00:00,24,Hats,4,awhale-boys-and-girls-baseball-hat-toddler-cap-with-ponytail-messy-bun-opening-for-ages-2-12-adjustable-buckle-green,15.99
307da1fb-07f7-5099-ab95-c001dfa3b0e8,cd245028-d2e4-54b0-8654-4eab10728f89,5eb4c7c1-cce3-5267-9a55-d0bb6b19419d,1777009551634,terminate,"{""action"": ""session_end""}",,,c1c518dcb5a50e6f,https://arklex-test-store.myshopify.com/products/awhale-boys-and-girls-baseball-hat-toddler-cap-with-ponytail-messy-bun-opening-for-ages-2-12-adjustable-buckle-green?_pos=1&_sid=da9558a52&_ss=r,2026-04-24T05:45:51.634000+00:00,24,,,,
